product_name	brands	nutrition_grade_fr	pnns_groups_1	energy_100g	fat_100g	saturated_fat_100g	carbohydrates_100g	sugars_100g	fiber_100g	proteins_100g	nutrition_score_fr_100g	sel_100g
Iced Tea Perzik	River	E	boissons	5.975143403441682	0.9999999999999998	5.0	4.48	6.0	6.0	5.0	14.0	5.0
Energy Light	Golden power	B	a renseigner	3.107074569789675	0.037	0.0	10.25	0.1	0.0	0.1	0.0	0.12
Vollmilch / Lait Entier	Milsa	B	a renseigner	65.0095602294455	3.589	2.5	4.808999999999999	4.8	0.0	3.4	1.0	0.11
Cola Zero	River	C	boissons	0.9560229445506692	0.4	0.5	0.47000000000000003	0.5	0.0	0.5	2.0	0.04
Flan Caramel	Krsi	C	a renseigner	98.94837476099426	2.3600000000000003	0.6	15.6	18.3	0.0	2.5	4.0	0.1
Anel []	Palazzo	B	a renseigner	22.94455066921606	0.327	0.0	3.8699999999999997	3.9	0.0	1.2	0.0	0.15
River Lemon Light	River	B	boissons	4.063097514340344	0.0	0.0	0.31	0.0	0.0	0.5	1.0	0.06
Le chocolat	Nestlé	C	a renseigner	38.0019120458891	1.3219999999999998	0.7	4.902	1.2	0.0	0.7	4.0	0.96
Soy Pro Vanille	Aldi	B	a renseigner	79.11089866156787	2.4200000000000004	0.3	10.91	10.0	0.0	2.8	1.0	0.14
Tzatziki	Ansolive	C	matieres grasses et les sauces	94.88527724665391	6.68	5.2	5.11	3.0	0.0	3.2	7.0	0.6799999
Jardinière de Légumes Au Vinaigre	Kroon	C	a renseigner	31.070745697896747	0.26	0.1	5.95	4.9	1.2	0.5	5.0	1.2
Soypro choco	Soypro	B	a renseigner	68.11663479923519	1.23	0.3	10.649999999999999	10.1	0.0	3.0	1.0	0.16
Goldhorn Traubensaft	Goldhorn	C	a renseigner	66.92160611854685	0.55	0.1	15.560000000000002	16.0	0.0	0.5	3.0	0.01
Compote De Pommes	Queen's Jewel	C	a renseigner	80.06692160611854	1.07	0.1	14.969999999999999	17.0	0.0	0.5	3.0	0.01
Compte De Pomme	Fruit'n Fun	B	a renseigner	52.10325047801147	0.27	0.1	10.98	11.0	0.0	0.5	2.0	0.01
Lait au chocolat	Milsa	B	a renseigner	90.10516252390057	2.88	1.8	12.55	12.0	0.0	3.6	2.0	0.15
Petits Pois Et Carottes	King s crown	B	a renseigner	43.977055449330784	1.2599999999999998	0.1	4.71	2.0	0.0	3.0	0.0	0.34
Haricots Verts	King s crown	B	a renseigner	26.051625239005734	0.46299999999999997	0.0	2.43	0.7	0.0	1.7	0.0	0.4
Champignons pieds et morceaux	Kingsmill	B	a renseigner	17.925430210325047	0.45999999999999996	0.1	0.54	0.5	0.0	2.2	1.0	0.56
épinards à La Crème 450g	All seasons	C	a renseigner	48.040152963671126	2.3	1.3	4.609	1.6	0.0	1.8	3.0	0.7
Endives au jambon	La Cuisine des Saveurs	C	aliments composes	86.75908221797323	4.2	2.8	4.7	2.6	0.4	6.7	3.0	0.95
Yaourt Sucré	Milsani	B	a renseigner	71.94072657743786	1.234	0.6	11.74	12.0	0.0	3.7	0.0	0.13
Milsani	Milsani	B	a renseigner	64.05353728489483	3.56	2.5	4.739999999999999	4.7	0.0	3.5	1.0	0.11
Yaourt Maigre à Boire	Milsa	B	a renseigner	76.0038240917782	1.173	0.5	12.610000000000001	14.0	0.0	2.8	2.0	0.1
Sauce Tomate Aux Olives	Palazzo	C	a renseigner	69.07265774378585	3.9799999999999995	0.6	5.739999999999999	3.4	0.0	1.4	4.0	0.96
Coca-Cola zéro	Coca-Cola	B	boissons	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0508
Bananes Cavendish	Bio Village	B	a renseigner	97.03632887189292	1.67	0.09	16.19	16.0	3.1	1.2	0.0	0.01
Bananes Cavendish	Bio Villages	C	a renseigner	97.03632887189292	2.4800000000000004	0.1	15.51	16.0	0.0	1.2	4.0	0.01
Wok De Saison	Wol Maison	B	a renseigner	18.881453154875715	0.31999999999999995	0.02	0.69	0.55	0.0	1.55	0.0	0.031
Poelee Mediteranéenne	Geand Frais	B	a renseigner	22.94455066921606	0.4069999999999999	0.04	3.87	3.05	0.0	1.12	0.0	0.017
Encornet	Grand Frais	B	a renseigner	32.026768642447415	1.9	0.0	5.65	0.001	0.0	7.2	0.0	0.97
Gallagher academy	Livre Poche	B	a renseigner	5.019120458891013	6.0	6.0	32.0	0.0	10.0	0.0	0.0	0.0
Soupe passee aux 9 legumes	Knorr	B	a renseigner	33.93881453154876	1.15	0.7	4.489999999999999	1.3	1.2	1.1	2.0	0.75
Flacon 200ML Sauce Liquide Champignon Knorr	Knorr	C	a renseigner	82.93499043977054	4.2700000000000005	2.0	8.33	0.9	0.9	2.2	4.0	1.0
Riewele supp (Soupe à l'alsacienne)	Knorr	C	a renseigner	27.963671128107073	0.7299999999999999	0.4	3.46	0.5	0.5	0.9	3.0	0.73
Gelée au Madere	Knorr	C	a renseigner	11.950286806883364	0.35	0.1	1.01	0.5	0.5	2.1	5.0	1.5
Tomates Entières Pelées Au Jus D'aucy	D'Aucy	B	a renseigner	17.925430210325047	0.2	0.2	2.07	2.1	1.0	1.1	0.0	0.45
Prinzessbohnen, Fein	D'Aucy	B	a renseigner	26.051625239005734	0.46299999999999997	0.0	2.43	0.8	2.8	1.6	0.0	0.75
Lot 3X1 / 4 Carottes Extra Fines D'aucy	D'Aucy	B	a renseigner	31.070745697896747	0.74	0.2	4.5120000000000005	3.1	2.0	0.9	0.0	0.53
Penne Bolognaise	D'Aucy	B	a renseigner	96.08030592734225	3.4799999999999995	1.5	9.74	2.5	1.5	5.2	1.0	1.03
Confit De Courgettes 2x375g	Daucy	C	a renseigner	86.04206500956023	5.56	0.8	6.74	5.2	1.9	1.2	4.0	1.0
Saucisses de Toulouse aux choux	d'aucy	C	aliments composes	99.66539196940727	5.9	2.1	4.9	1.8	0.9099999999999999	6.2	4.0	0.98
Tajine de légumes cuisiné aux 5 épices	D'Aucy	B	aliments composes	66.92160611854685	3.4850000000000003	0.4	6.32	6.3	2.5	1.4	2.0	1.0
Lapin Sauce aux Cèpes	d'aucy	B	aliments composes	94.40726577437859	4.3	2.5	6.6	1.4	0.696	6.8	2.0	0.73
Légumes cuisinés graisse de canard D'aucy	D'aucy	B	a renseigner	65.0095602294455	3.4939999999999998	2.5	4.7379999999999995	1.4	2.6	1.7	0.0	0.61
Petits Pois	Daucy	B	a renseigner	76.0038240917782	1.19	0.2	9.57	1.9	5.9	5.4	2.0	78.0
Legumes D'hiver Et Bouillon	D'aucy	B	a renseigner	31.070745697896747	1.1800000000000002	0.0	4.322	1.5	0.8	0.6	1.0	0.66
Légumes D'été Pour Soupe	Daucy	C	a renseigner	32.026768642447415	0.53	1.0	5.02	4.7	0.7	0.8	3.0	0.66
MULTI VITAMINE	Diego	E	boissons	48.996175908221794	0.1	0.0	11.8	11.6	0.14	0.3	13.0	0.01
Jus De Pomme	Réa	C	boissons	43.021032504780116	3.38	10.0	8.259999999999998	0.0	0.0	0.0	5.0	0.0
Jus De Pomme,	Rea	B	a renseigner	43.021032504780116	0.35	0.0	9.85	9.8	0.0	0.1	2.0	0.0
Pomme Poire Williams	Réa	E	boissons	42.30401529636711	0.0	0.0	9.9	9.8	0.0	0.0	13.0	0.0
Sauce Italienne à La Viande Rôtie	Buitoni	C	a renseigner	88.91013384321224	4.548	1.5	8.447	6.1	1.6	3.4	4.0	1.2
Porc Cocotte, pommes de terre et carottes	Raynal et Roquelaure	B	aliments composes	88.4321223709369	3.5	1.4	6.9	2.1	0.9400000000000001	6.5	1.0	0.86
Ravioli 6 Légumes sauce Tomate au Basilic	Zapetti	C	cereales et pommes de terre	86.9980879541109	2.0	0.25	12.9	3.3	1.1700000000000002	3.1	3.0	0.8
Le Charcutier chiffonade de saucisson	Weightwatchers	B	a renseigner	69.07265774378585	2.08	1.0	7.3	0.5	1.2	3.8	0.0	0.7900001
Lentilles cuisinées	Athos	B	aliments composes	74.09177820267686	0.5	0.0	10.3	1.4	0.8400000000000001	5.5	0.0	0.77
Dessert De Fruits Pomme Pruneau, 4 Fois 100 Grammes, Marque Materne	Materne	C	a renseigner	75.04780114722753	1.1650000000000003	0.4	12.690000000000001	13.6	0.0	0.6	3.0	0.01
Framboise Intense	Materne	B	fruits et legumes	99.4263862332696	0.5	0.5	19.8	19.2	0.75	0.8	0.0	0.01
Dessert pomme et pomme abricot MATERNE	Materne	C	a renseigner	69.07265774378585	0.86	0.5	13.389999999999997	13.7	0.0	0.5	3.0	0.01
Panaché pomme ananas mangue goyave, 16x100g	Materne	B	a renseigner	69.07265774378585	0.9	0.5	13.429999999999998	13.5	0.0	0.5	2.0	0.01
Pomme Passion	Materne	B	a renseigner	69.07265774378585	1.0799999999999998	0.5	11.66	12.4	0.0	0.6	2.0	0.01
Pomme Peche De Vigne	Materne	B	a renseigner	68.11663479923519	0.8989999999999998	0.5	13.260000000000002	13.5	0.0	0.5	2.0	0.01
Compote Pomme Abricot	Andros	C	a renseigner	71.94072657743786	1.0	0.09	13.86	14.7	0.0	0.4	3.0	0.001
Ma pause fruit	Materne	C	a renseigner	70.02868068833652	0.62	0.5	14.98	14.3	0.0	0.5	3.0	0.01
Materne	Materne	B	a renseigner	68.11663479923519	1.0190000000000001	0.5	12.879999999999999	13.2	0.0	0.5	2.0	0.01
Pom potes	Materne	B	a renseigner	65.96558317399618	0.8089999999999999	0.6	12.819999999999999	12.2	0.0	0.5	2.0	0.01
Pom'potes	Materne	C	a renseigner	69.07265774378585	0.6900000000000001	0.5	14.680000000000001	14.6	0.0	0.5	3.0	0.01
Pom'potes	Materne	B	a renseigner	65.0095602294455	0.8290000000000001	0.5	11.89	11.9	0.0	0.5	2.0	0.01
Pom'potes	Materne	B	a renseigner	66.92160611854685	1.049	0.49	12.65	12.3	0.0	0.49	2.0	0.009
Ma pause fruit	Materne	B	a renseigner	68.11663479923519	1.0190000000000001	0.5	12.88	12.8	0.0	0.5	2.0	0.01
Materne Pomme Nature Pomme Framboise 12x100g +4 Gratuits	Materne	B	a renseigner	64.05353728489483	0.9790000000000001	0.4	11.42	11.5	0.0	0.6	2.0	0.0
Compote Pomme Banane Fraise Sans Sucres Ajoutés - Pom'potes	Materne	B	a renseigner	58.07839388145315	1.0599999999999998	0.5	10.55	10.6	0.0	0.5	2.0	0.01
Pom' potes Pomme Abricot	Materne	B	a renseigner	65.0095602294455	0.829	0.5	11.889999999999999	11.8	0.0	0.5	2.0	0.01
Pom'potes	Materne	B	a renseigner	63.09751434034417	0.869	0.6	11.419999999999998	11.6	0.0	0.5	2.0	0.01
Ma pause fruit	Materne	B	a renseigner	65.96558317399618	0.9090000000000001	0.5	11.62	11.6	0.0	0.6	2.0	0.01
Ma pause fruit sans sucre ajouté pomme pêche vigne grenade MATERNE	Materne	B	a renseigner	65.0095602294455	0.829	0.5	11.89	12.0	0.0	0.5	2.0	0.01
Compote 8pom.nat./8pom.frse/Pom'Potes Mater.16x90g F.Famil.	Materne	C	a renseigner	69.07265774378585	0.86	0.5	13.389999999999997	13.7	0.0	0.5	3.0	0.01
Compote 8pom.nat./8pom.banan/Pom'Potes Mater.16x90g F.Famil.	Materne	B	a renseigner	61.90248565965583	0.8789999999999999	0.5	11.040000000000001	12.3	0.0	0.5	2.0	0.01
Popotes	Materne	C	a renseigner	69.07265774378585	0.86	0.5	13.389999999999997	13.7	0.0	0.5	3.0	0.01
Pom'potes	Materne	C	a renseigner	69.07265774378585	0.6900000000000001	0.6	14.680000000000001	14.8	0.0	0.5	3.0	0.01
Pom'Potes Multivariété, 20x90g	Materne	B	a renseigner	70.02868068833652	0.8300000000000001	0.5	13.73	13.5	0.0	0.5	2.0	0.01
Compote Pom' Potes - Pomme nature, pomme fraise, pomme poire, pomme banane fraise, 20 gourdes	Materne	B	a renseigner	63.09751434034417	0.869	0.5	11.42	11.6	0.0	0.5	2.0	0.01
Charles Christ Choucroute nature à garnir 390 g	Charles Christ	B	a renseigner	16.013384321223707	0.45	0.0	1.2799999999999998	0.8	2.0	1.0	2.0	1.0
Bocal 85CL Choucroute Garnie Christ	Charles christ	C	a renseigner	88.91013384321224	0.6	7.0	0.33999999999999997	0.9	18.0	48.0	7.0	1.3
Yaourt au lait de brebis sur lit de fruits rouges 	Lou Pérac	C	a renseigner	97.03632887189292	2.3	1.4	14.9	14.9	0.05	3.8	3.0	0.1
La Laitière yaourt arôme naturel panaché	La Laitière	C	a renseigner	97.03632887189292	3.1000000000000005	2.0	13.930000000000001	13.5	0.0	3.1	3.0	0.12
Ferme et Fondant, Chocolat (1,3 % MG) 8 Pots	Nestlé,Sveltesse	B	lait et les produits laitiers	82.21797323135755	1.3	0.8	11.9	10.0	0.32	4.1	1.0	0.2
Yaourt a la vanille la laitiere	La Laitiere	C	a renseigner	97.03632887189292	3.1000000000000005	2.0	13.930000000000001	13.5	0.0	3.1	3.0	0.12
Ferme et Fondant, Vanille Bourbon (0,9 % MG)	Nestlé,Sveltesse	B	lait et les produits laitiers	74.33078393881453	0.9	0.6	11.6	10.0	0.41999999999999993	3.6	0.0	0.2
Citrons Beldi Pour Tajines Les Domaines Des Oliviers	Les mousquetaires	C	a renseigner	33.93881453154876	1.4500000000000002	0.21	4.7299999999999995	0.2	0.0	1.3	10.0	4.65
Câpres Capucines	Les Domaines des Oliviers	C	a renseigner	33.93881453154876	1.4500000000000002	0.21	4.7299999999999995	0.2	0.0	1.3	10.0	4.65
Mug Cake Moelleux au chocolat au lait	Dr. Oetker	D	collation sucree	65.48757170172084	3.1	2.1	55.0	41.0	4.609999999999999	6.1	13.0	0.48
Pudding	Dr Oetker	D	a renseigner	94.88527724665391	3.12	8.8	14.2	13.0	0.0	2.7	11.0	0.18
Pudding chantilly 3 sachets	Dr Oetker	C	a renseigner	97.03632887189292	3.2299999999999995	2.9	13.63	12.6	0.1	2.9	4.0	0.06
Mon flan entremets parfum vanille	Ancel,Dr. Oetker	C	lait et les produits laitiers	87.23709369024856	1.5	1.0	14.9	13.9	0.12	3.2	3.0	0.2
Mon Flan Entremets au Caramel	Ancel,Dr. Oetker	C	a renseigner	92.49521988527724	1.5	0.9	16.2	14.9	0.08	3.2	3.0	0.18
Ouragan	Ancel	B	a renseigner	0.9560229445506692	0.05500000000000001	1.0	39.78000000000001	1.0	0.0	1.0	0.0	0.0
Haricots blancs à la tomate	Sans marque,Kerlys	B	aliments composes	93.69024856596558	0.6	0.2	14.3	0.5	0.9259999999999999	5.0	2.0	1.0
Flageolets verts extra fins	Sans marque,Kerlys	B	cereales et pommes de terre	92.97323135755258	1.3	0.1	13.1	0.5	0.96	5.7	0.0	0.63
Taillefine Fondant à la vanille	Danone	B	lait et les produits laitiers	75.04780114722753	0.9	0.6	11.1	10.1	0.41999999999999993	4.1	0.0	0.16
Danonino	Danone	B	a renseigner	87.95411089866157	2.96	1.8	11.799999999999999	10.5	0.0	3.6	2.0	0.12
Danonimo vanille	Danone	B	a renseigner	87.95411089866157	2.96	1.8	11.799999999999999	10.4	0.0	3.5	2.0	0.12
Yaourt nature sucré	Danone	B	lait et les produits laitiers	72.17973231357553	1.04	0.64	12.0	12.0	0.01	3.52	0.0	0.12
Gervais Au Fruits, Pack De 2 Fois 6 Pots De 50 Grammes, Marque Danone	Danone	B	a renseigner	92.97323135755258	2.27	1.5	11.91	11.9	0.0	6.3	1.0	0.08
Cottage Cheese	Danone,Jockey	B	lait et les produits laitiers	91.06118546845124	3.9	2.5	2.3	2.2	0.37	11.7	0.0	0.5
Yaourts Gervais Aux Fruits, 24x50g 18+6 Gratuits	Gervais	B	a renseigner	94.88527724665391	2.34	1.5	11.91	11.9	0.0	6.3	1.0	0.08
Danacol Nature 0%	Danone	D	a renseigner	3.107074569789675	0.9099999999999999	0.3	3.650000000000001	8.0	0.0	11.0	11.0	3.0
Velouté Fruix (Fraise, Framboise, Pêche, Abricot) Prix Choc	Danone,Velouté	B	lait et les produits laitiers	96.08030592734225	2.9	2.0	13.7	13.3	0.13	3.6	2.0	0.12
Gervais (Saveurs : Fraise, Banane, Pêche, Framboise, Abricot) 18 Pots	Danone,Gervais	B	lait et les produits laitiers	94.64627151051624	2.2	1.5	12.3	11.9	0.35	6.2	1.0	0.09
Lait fermenté à boire sucré	Actimel,Danone	B	a renseigner	71.46271510516252	1.6	1.1	10.5	10.5	0.01	2.8	2.0	0.1
Activia (Saveur Vanille) 12 pots + 4 Gratuits	Danone,Activia	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Activia (Nature) 12 pots + 4 Gratuits	Danone,Activia	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.13
Activia (Saveur Citron, Saveur Coco) 12 pots + 4 Gratuits	Danone,Activia	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Actimel, Goût Fraise (x 6 Bouteilles)	Danone,Actimel	B	lait et les produits laitiers	75.52581261950286	0.05	0.04	11.8	11.6	0.162	2.7	1.0	0.1016
Activia (Brassé Nature) 8 Pots	Danone,Activia	B	lait et les produits laitiers	69.07265774378585	3.44	2.32	5.44	5.44	0.0	4.08	1.0	0.12
Gervais	Danone	B	a renseigner	92.97323135755258	2.27	1.5	11.91	11.9	0.0	6.3	1.0	0.08
Activia (Ananas, Cerise, Fraise, Mangue, Figue, Abricot) 12 Pots + 4 Gratuits	Danone,Activia	C	lait et les produits laitiers	97.27533460803059	3.3	2.3	13.2	12.9	0.06	3.5	3.0	0.14
Ananas	Danone	B	lait et les produits laitiers	98.47036328871893	2.9	1.9	14.0	13.1	0.16999999999999998	3.9	2.0	0.13
Actuel	Danone	B	a renseigner	70.98470363288719	1.58	1.1	10.68	10.5	0.0	2.8	2.0	0.1
Actimel fraise offre anniversairei	Danone	B	a renseigner	75.04780114722753	1.245	1.0	12.270000000000001	11.6	0.0	2.7	1.0	0.1
Activa (Nature) 12 Pots	Danone,Activia	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.13
Activia (Nature) 16 Pots	Danone,Activia	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.13
Velouté Fruix - Fraise, Framboise, Pêche, Abricot	Danone	B	lait et les produits laitiers	96.08030592734225	2.9	2.0	13.7	13.3	0.13	3.6	2.0	0.12
Danonino de Gervais Mon Yaourt Rigolo	Danone	B	lait et les produits laitiers	71.94072657743786	1.0	0.6	12.0	12.0	0.02	3.5	0.0	0.13
Actimel Goût Fraise	Danone	B	lait et les produits laitiers	75.52581261950286	1.5	1.0	11.7	11.6	0.022	2.7	1.0	0.1
Actimel	Danone,Actimel	B	a renseigner	71.46271510516252	1.6	1.1	10.5	10.5	0.01	2.8	2.0	0.1
Actimel + (x 10 Bouteilles)	Danone,Actimel	B	lait et les produits laitiers	71.46271510516252	1.6	1.1	10.5	10.5	0.01	2.8	2.0	0.1
Danio Pêche (2,4 % MG)	Danone,Danio	B	lait et les produits laitiers	98.94837476099426	2.4	1.6	12.0	11.5	0.15	7.3	0.0	0.1
Danio Framboise (2,4 % MG)	Danone,Danio	B	lait et les produits laitiers	95.36328871892925	2.4	1.7	10.7	10.3	0.06999999999999999	7.3	0.0	0.1
Activia fruits panaché	Danone	C	a renseigner	94.88527724665391	3.004	2.3	13.23	12.7	0.0	3.3	3.0	0.14
Taillefine fondants Chocolat de Tanzanie (0,9% M.G)	Danone	B	lait et les produits laitiers	91.06118546845124	0.9	0.6	14.3	12.8	0.1	4.7	1.0	0.17
Taillefine les Desserts Fondant à la Vanille (0,9 % MG)	Danone,Taillefine	B	lait et les produits laitiers	75.76481835564053	0.9	0.6	11.5	10.1	0.41999999999999993	4.1	0.0	0.17
Taillefine Fondant Cafe	Taillefine	B	a renseigner	81.02294455066921	1.9500000000000004	0.7	11.970000000000002	10.8	0.0	4.1	1.0	0.17
Taillefine Fond.caramel	Taillefine	B	a renseigner	75.04780114722753	1.0950000000000002	0.7	11.77	10.0	0.0	4.0	0.0	0.0
Crème au chocolat Taillefine (0,9% MG)	Taillefine,Danone	B	lait et les produits laitiers	86.52007648183556	0.9	0.6	15.0	12.0	0.1	3.8	1.0	0.22
Taillefine Crème à la vanille	Danone	B	lait et les produits laitiers	73.8527724665392	0.9	0.6	12.9	10.0	0.41999999999999993	3.3	0.0	0.14
Activia Citron - Jus de Citron Vert (0% MG)	Danone	B	lait et les produits laitiers	55.927342256214146	0.1	0.05	8.4	7.8	0.24	4.8	0.0	0.3
Activia saveur Vanille	Danone	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.130048
Activia (Saveur Vanille) 12 Pots	Danone,Activia	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Danio minis	Danone	B	lait et les produits laitiers	91.53919694072657	2.4	1.6	9.9	9.4	0.01	7.3	1.0	0.381
Gervais Fraise Abricot Framboise	Gervais,Danone	B	lait et les produits laitiers	95.12428298279158	2.2	1.5	12.4	11.9	0.06999999999999999	6.2	1.0	0.0899999999999999
Gervais	Danone	B	lait et les produits laitiers	94.64627151051624	2.2	1.5	12.3	11.9	0.35	6.2	1.0	0.2286
Danonino de Gervais	Danone	B	lait et les produits laitiers	94.16826003824092	2.1	1.5	12.3	11.9	0.35	6.3	1.0	0.08
Yaourt Brassé Velouté	Danone	B	lait et les produits laitiers	74.09177820267686	3.5	2.4	6.1	6.1	0.0	4.5	1.0	0.15
Velouté (Nature)	Danone,Velouté	B	lait et les produits laitiers	74.09177820267686	3.5	2.4	6.1	6.1	0.0	4.5	1.0	0.15
Activa	Danone	C	a renseigner	94.88527724665391	3.094	2.3	13.23	12.5	0.0	3.3	3.0	0.13
Activia Fraise	Danone	C	lait et les produits laitiers	98.23135755258126	3.3	2.3	13.4	13.2	0.03	3.5	3.0	0.13
Activia Fruits Figues	Danone	C	lait et les produits laitiers	98.7093690248566	3.4	2.3	13.3	13.2	0.01	3.5	3.0	0.13
Activia Fruits Pruneaux	Danone	C	lait et les produits laitiers	97.27533460803059	3.3	2.3	12.9	12.5	0.06999999999999999	3.5	3.0	0.13
Activia Abricot	Danone	C	lait et les produits laitiers	94.64627151051624	3.3	2.3	12.6	12.4	0.11000000000000001	3.4	3.0	0.13
Activia mangue	Activia,Danone	C	lait et les produits laitiers	97.03632887189292	3.4	2.3	13.1	13.0	0.06	3.3	3.0	0.13
Activia Kiwi	Danone	C	lait et les produits laitiers	96.79732313575525	3.4	2.3	12.8	12.6	0.06999999999999999	3.5	3.0	0.14
Danio Minis Framboise (2,4% MG)	danone	B	lait et les produits laitiers	95.36328871892925	2.4	1.7	10.7	10.3	0.06999999999999999	7.3	0.0	0.1
Danio Kiwi	Danone	B	lait et les produits laitiers	93.21223709369025	2.4	1.6	10.3	9.9	0.3	7.3	0.0	0.08
Danio Poire	Danone	B	lait et les produits laitiers	98.23135755258126	2.4	1.6	11.7	11.0	0.05	7.3	0.0	0.12
Danio Fraise (2,4 % MG)	Danone,Danio	B	lait et les produits laitiers	97.99235181644359	2.4	1.6	11.6	10.9	0.05	7.3	0.0	0.1
Activia nature	Danone	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Activia Nature	Danone	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Activia (Nature) 12 Pots	Danone,Activia	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Yaourt nature activa	Danone	B	a renseigner	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Gervais à Boire Fraise	Danone	B	a renseigner	76.95984703632887	1.288	0.9	12.620000000000001	13.0	0.0	2.9	1.0	0.1
Gervais Maxi saveur Fraise	Danone	B	lait et les produits laitiers	94.16826003824092	2.1	1.5	12.3	11.9	0.35	6.3	1.0	0.08
Star Wars saveur Fraise	Danone	B	lait et les produits laitiers	68.11663479923519	0.7	0.5	12.3	12.2	0.27999999999999997	2.3	1.0	0.1
Activia saveur vanille	Danone	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Activia saveur vanille	Danone	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Danio vanille	Danone	B	lait et les produits laitiers	97.03632887189292	2.5	1.8	10.6	10.0	0.05	7.8	0.0	0.09
velouté fruix, fraise	Danone	C	lait et les produits laitiers	92.01720841300191	2.9	2.0	13.4	12.4	0.02	3.0	3.0	0.11
Spécialité laitière Velouté Fruix panachés	Veloute	C	a renseigner	92.01720841300191	2.892	2.0	13.280000000000001	12.5	0.0	3.0	3.0	0.11
Velouté Fruix Fraise - Framboise - Pêche - Abricot	Danone	C	lait et les produits laitiers	92.97323135755258	2.9	2.0	13.5	12.5	0.1	3.0	3.0	0.11
Velouté Fruix (Pêche, Mangue, Abricot) 8 Pots	Danone,Velouté	C	lait et les produits laitiers	92.97323135755258	2.9	2.0	13.5	12.5	0.1	3.0	3.0	0.11
Star Wars Vanille	Danone	B	lait et les produits laitiers	95.60229445506691	2.9	1.9	13.8	13.4	0.1	3.4	2.0	0.13
Activia Les Inédits Multifruits	Danone	C	lait et les produits laitiers	95.84130019120458	3.3	2.3	13.0	12.8	0.08	3.3	3.0	0.12
Danonino GO!	Danone	B	a renseigner	87.95411089866157	2.96	1.8	11.799999999999999	10.4	0.0	3.5	2.0	0.12
Actimel goût noix de coco	Actimel	C	a renseigner	81.50095602294455	1.9	1.3	12.2	12.0	0.11000000000000001	2.7	3.0	0.1
Yaourts à la fraise Reine des Neige	Danone	B	a renseigner	94.88527724665391	3.0300000000000002	2.0	13.16	13.2	0.0	3.6	2.0	0.13
Actimel Lait fermenté à boire les 6 bouteilles de 100 g	Danone	B	a renseigner	70.98470363288719	1.58	1.1	10.68	10.5	0.0	2.8	2.0	0.1
Activia saveur citron 4x125g prix choc	Danone	C	a renseigner	97.03632887189292	3.2699999999999996	2.3	13.430000000000001	13.0	0.0	3.3	3.0	0.13
Activai saveur vanille	Danone	C	a renseigner	94.88527724665391	3.2079999999999997	3.1	13.079999999999998	13.1	0.0	3.6	4.0	0.13
Activia Nature	Danone	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Danone Activia Nature	Danone,Activia	B	lait et les produits laitiers	61.66347992351816	3.4	2.2	4.4	4.4	0.0	3.4	0.0	0.12
Activia Lait fermenté saveurs citron/vanille/coco les 12 pots de 125 g	Danone	B	a renseigner	94.88527724665391	3.0300000000000002	2.0	13.16	13.1	0.0	3.6	2.0	0.13
Saveur citron	Danone	B	lait et les produits laitiers	95.36328871892925	3.1	2.0	13.1	13.1	0.05	3.6	2.0	0.13
Yaourth	Activia	C	a renseigner	94.88527724665391	3.064	3.1	13.459999999999999	13.1	0.0	3.1	5.0	0.13
Activia	Danone	B	a renseigner	94.88527724665391	3.0300000000000002	2.0	13.16	13.1	0.0	3.6	2.0	0.13
Activia	Danone	B	a renseigner	94.88527724665391	3.0300000000000002	2.0	13.16	13.1	0.0	3.6	2.0	0.13
Actimel Gout Multi Fruits	Danone	B	a renseigner	76.95984703632887	1.203	1.0	12.28	12.2	0.0	2.6	1.0	0.1
Actimel	Danone	B	a renseigner	70.98470363288719	1.58	1.1	10.68	10.5	0.0	2.8	2.0	0.1
Sveltesse Instant Soup, Pasta Mit Huhn	Maggi	B	a renseigner	21.988527724665392	0.47400000000000003	0.1	2.607	0.5	0.8	0.8	2.0	0.75
