product_name	brands	nutrition_grade_fr	pnns_groups_1	energy_100g	fat_100g	saturated_fat_100g	carbohydrates_100g	sugars_100g	fiber_100g	proteins_100g	nutrition_score_fr_100g	sel_100g
Yaourt De Brebis - Citron	Le Petit Basque	B	a renseigner	88.91013384321224	2.8240000000000003	2.0	11.84	10.0	0.0	5.2	1.0	0.129
Fromage Blanc au Lait de Brebis	Le petit basque	B	a renseigner	90.10516252390057	4.191	3.2	5.24	3.0	0.0	7.4	0.0	0.13
Yaourt de brebis saveur citron	le petit basque	B	lait et les produits laitiers	89.62715105162523	2.72	2.0	11.0	10.0	0.01	5.2	1.0	0.128
Yaourt de brebis sur lit de fruits rouges (3 % MG)	Le Petit Basque	B	lait et les produits laitiers	96.08030592734225	2.2	1.7	14.0	13.0	0.16	4.3	2.0	0.18
Yaourt de Brebis Vanille	Le Petit Basque	B	lait et les produits laitiers	85.56405353728489	2.8	2.08	10.0	8.0	0.17099999999999999	5.04	1.0	0.104
Yaourt Velouté au lait de Brebis	Le Petit Basque	B	lait et les produits laitiers	94.88527724665391	6.4	4.7	4.2	2.5	0.9800000000000001	5.2	2.0	0.13
yaourt veloute lait de brebis	le petit basque	B	lait et les produits laitiers	94.88527724665391	6.4	4.7	4.2	2.5	0.9800000000000001	5.2	2.0	0.13
Betterave Cube	Allaire	B	a renseigner	42.06500956022944	0.8300000000000001	0.1	6.369999999999999	8.1	0.0	2.0	0.0	0.0
Maïs doux bio	Allaire	B	cereales et pommes de terre	95.36328871892925	2.3	0.6	14.0	6.5	1.75	3.1	1.0	0.01
BETTERAVE 250G LABEL ROUGE	Daniel allaire	B	a renseigner	43.021032504780116	1.1599999999999997	0.0	4.93	6.7	0.0	2.3	0.0	0.14
Betteraves rouges issues de l'agriculture biologique	Allaire	B	a renseigner	43.021032504780116	1.1599999999999997	0.0	4.93	6.7	0.0	2.3	0.0	0.14
Carottes rapées	Pierre Martinet	C	aliments composes	77.67686424474186	5.0	0.5	5.7	5.5	0.78	1.0	3.0	0.5
Mes carottes râpées	Pierre Martinet	C	a renseigner	77.91586998087953	4.37	0.4	7.2700000000000005	5.5	0.0	1.0	3.0	0.499999999999999
coleslaw pierre martinet	pierre martinet	C	aliments composes	95.84130019120458	6.2	0.4	7.4	6.2	1.42	1.0	6.0	1.1
Mes Betteraves Rouges au Vinaigre Balsamique	Pierre Martinet	C	aliments composes	82.21797323135755	5.3	0.4	6.4	6.4	0.64	1.2	4.0	0.95
Carottes râpées à la ciboulette	Pierre Martinet	C	aliments composes	77.67686424474186	5.0	0.4	5.7	5.5	0.78	1.0	3.0	0.499999999999999
Mes Champignons à la Grecque	Pierre Martinet	C	aliments composes	85.80305927342256	6.8	0.5	3.4	2.0	0.65	1.9	6.0	1.4
Mes carottes râpées	Pierre Martinet	C	aliments composes	77.67686424474186	5.0	0.4	5.7	5.5	0.78	1.0	3.0	0.5
Mes carottes et céléri en méli-mélo	Pierre Martinet	C	aliments composes	83.65200764818356	6.1	0.5	4.8	4.7	0.49000000000000005	1.0	6.0	0.98
Mes Carottes et Céleri en méli-mélo	Pierre Martinet	C	aliments composes	83.65200764818356	6.1	0.5	4.8	4.7	0.49000000000000005	1.0	6.0	0.98044
Mes Carottes Râpées ( Au Citron)	Pierre Martinet	C	a renseigner	77.91586998087953	4.37	0.4	7.2700000000000005	5.4	0.0	1.0	3.0	0.53
Mes Carottes Râpées au Citron	Pierre Martinet	C	aliments composes	77.91586998087953	4.37	0.4	7.2700000000000005	5.4	0.0	1.0	3.0	0.53
Lentilles crème de carottes oeufs	Pierre Martinet	B	a renseigner	94.88527724665391	2.6	0.7	10.0	1.7	0.696	5.9	2.0	0.98
OEUFS MATINE BIO X6 GROS	Oeufs Matine Bio	B	a renseigner	0.0	0.0	0.0	29.7	0.0	0.0	0.0	0.0	0.0
Lait demi écrémé	Lescure	B	lait et les produits laitiers	46.606118546845124	1.6	1.0	4.8	4.8	0.09	3.2	0.0	0.13
Tipiak Coquilles Saint Jacques & lotte sauce sauternes les 2 coquilles de 110 g	Tipiak	C	a renseigner	94.88527724665391	5.45	3.6	5.720000000000001	1.4	0.6	5.4	3.0	0.6799999
Aderma - Sensifluid Eau Micellaire	Aderma	B	a renseigner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filets de Haddock fumé	Bourgain et fils	C	poisson viande oeufs	74.09177820267686	0.5650000000000001	0.0	0.4600000000000001	0.0	0.0	18.6	5.0	3.46
Ginseng.	Vitarmonyl	B	a renseigner	14.10133843212237	0.35	0.24	1.4100000000000001	0.0	0.0	0.45	0.0	0.0
30 Gelules Rhodiola Magnesium Vitarmonyl	Vitarmonyl	B	a renseigner	1.9120458891013383	0.045	0.01	19.99	0.01	0.0	0.15	0.0	0.0
Aqualigne	Vitarmonyl	B	a renseigner	0.9560229445506692	0.045	0.0	29.85	0.18	0.0	0.0	0.0	0.0
Aqua Ligne Minceur Cassis	Vitarmonyl	B	a renseigner	17.68642447418738	0.0	0.0	4.4	2.8	0.37	0.2	0.0	0.06
Vitarmonyl Magnesium 2X12 Comprimes	Vitarmonyl	B	a renseigner	5.975143403441682	0.062	0.0	1.08	0.0	0.0	0.0	1.0	0.25
Fromages frais en faisselles (7% MG)	Etrez	C	lait et les produits laitiers	95.12428298279158	7.0	4.3	4.1	3.9	0.5700000000000001	4.4	3.0	0.09
Faisselle moulée à la louche	La mère Richard,Renée Richard	C	lait et les produits laitiers	96.08030592734225	7.0	4.3	4.1	3.9	0.74	4.4	3.0	0.09
Mangue	Caraïbos	E	boissons	47.08413001912046	0.0	0.0	11.0	11.0	0.06	0.0	15.0	0.0
Sex on the Beach	Caraïbos	E	boissons	56.40535372848948	0.0	0.0	13.0	13.0	0.34500000000000003	0.0	17.0	0.0
Caraïbos Banane	Caraibos	E	boissons	63.09751434034417	0.37499999999999994	0.0	14.0	14.6	0.0	0.0	19.0	0.0
Flan	Biscuiterie de l abbaye	B	a renseigner	43.021032504780116	0.58	0.11	8.799999999999999	8.93	0.27	0.37	1.0	0.07
Maxi format Eveil croissance nature	Lactel,Eveil	B	lait et les produits laitiers	63.09751434034417	3.0	1.4	7.3	5.5	0.8300000000000001	1.7	1.0	0.08128
Eveil croissance nature	Lactel,Eveil	B	lait et les produits laitiers	63.09751434034417	3.0	1.4	7.3	5.5	0.8300000000000001	1.7	1.0	0.08128
Cool fruits	Vitabio	B	a renseigner	64.05353728489483	0.5589999999999999	0.2	13.290000000000001	14.2	2.1	0.3	1.0	0.004
P'tit Goûter au Lait Vanille	Vitabio	C	lait et les produits laitiers	96.79732313575525	3.0	1.8	14.3	11.0	0.12	3.0	3.0	0.1
SMOOTHIE MANG-ANAN-ACEROLA	Vitabio	E	boissons	52.10325047801147	0.06999999999999999	0.2	11.510000000000002	11.3	0.0	0.4	16.0	0.0299999999999999
Smoothie Ananas Goyave Banane	Vitabio	E	boissons	61.90248565965583	0.1	0.0	13.7	13.2	0.41	0.4	18.0	0.0299999999999999
PUR JUS D ANANAS	Vitabio	B	a renseigner	48.996175908221794	0.13999999999999999	0.0	11.030000000000001	11.6	0.0	0.3	2.0	0.003
Vitabio Antioxydant Grenade - Cassis - Aloé Vera Bio	Vitabio	C	a renseigner	81.02294455066921	1.0900000000000003	0.0	15.010000000000002	16.0	0.0	2.2	3.0	0.0
DESSERT MURE MYRTILLE CRANBERRY	Vitabio	B	a renseigner	44.93307839388145	0.9099999999999999	0.0	8.76	7.6	0.0	0.4	1.0	0.01
130G Petit Pot Bebe Potimarron-carotte	Babybio	B	a renseigner	28.91969407265774	0.29500000000000004	0.5	5.226000000000001	5.5	0.9	0.6	0.0	0.07
Patate Douce	Babybio	B	a renseigner	50.90822179732314	1.3199999999999998	0.1	7.85	6.5	1.1	0.9	0.0	0.1
Pomme abricot d occitanie & céréales	Babybio	B	a renseigner	53.05927342256214	0.49000000000000005	0.1	10.879999999999999	9.1	1.1	0.6	1.0	0.01
130G PETIT POT BEBE POMME-BANANE	Babybio	B	a renseigner	48.996175908221794	0.13999999999999999	0.3	11.03	10.9	1.3	0.3	1.0	0.03
130G Petit Pot Bebe Delice De Fruits	Babybio	B	a renseigner	43.021032504780116	0.58	0.1	8.8	8.9	1.4	0.3	0.0	0.01
Douceur de pomme d'Aquitaine & banane	Babybio	C	a renseigner	86.04206500956023	3.08	2.2	11.719999999999999	9.0	1.1	0.8	3.0	0.02
Babybio Crème Aux Fruits - Pomme Biscuit	Babybio	B	a renseigner	75.04780114722753	2.75	1.6	8.52	7.7	1.5	0.7	0.0	0.02
Pot Brocoli Carotte	Babybio	B	a renseigner	36.089866156787764	1.16	0.1	4.32	0.4	0.0	1.6	0.0	0.03
Puree de poire williams bio	Babybio	B	a renseigner	43.977055449330784	0.35	0.1	9.85	9.2	2.0	0.4	0.0	0.03
Pot Délice De Fruits	Babybio	B	a renseigner	39.913957934990435	0.29000000000000004	0.1	8.319999999999999	8.9	1.4	0.5	0.0	0.02
Menu Enfant Ratatouille Riz	Babybio	B	a renseigner	55.927342256214146	0.74	0.2	10.61	9.6	1.4	1.1	1.0	0.03
Coolfruit Brasse	Vitabio	B	a renseigner	68.11663479923519	1.239	0.24	10.999999999999998	10.6	0.7	1.3	2.0	0.01
Compotes Et Purées De Fruits	Vitabio	B	a renseigner	58.07839388145315	0.8899999999999999	0.0001	10.530000000000001	10.4	1.6	0.4	0.0	0.005
Epicerie / Petit Déjeuner / Lait En Poudre	Vitabio	C	a renseigner	96.08030592734225	3.34	1.8	13.209999999999999	11.0	0.0	3.0	3.0	0.1
Compotes Et Purées De Fruits	Vitabio	B	a renseigner	65.96558317399618	0.8089999999999999	0.0	13.01	14.5	2.1	0.4	1.0	0.004
Compotes Et Purées De Fruits	Vitabio	B	a renseigner	64.05353728489483	0.5589999999999999	0.2	13.290000000000001	14.2	2.1	0.3	1.0	0.004
Volcanik eau de source	Volkanik	B	a renseigner	0.9560229445506692	0.045	0.0	29.839999999999996	0.0	0.0	0.0	0.0	0.0085
Bouteille de vin rouge Saint Estève	Sait Estève	C	a renseigner	0.0	0.076	0.0	0.34	0.0	0.0	0.0	8.0	2.0
Schweppes Indian Tonic	Schweppes	D	boissons	25.095602294455066	0.0	0.0	5.85	5.8	0.0	0.0	8.0	0.0
Le Verger Bio Multifruits	Le Verger Bio	E	boissons	54.97131931166348	0.21100000000000002	0.5	12.7	11.7	0.5	0.5	16.0	0.002
Bio cocktail 5 fruits	Le verger bio	B	a renseigner	42.06500956022944	0.38	0.0	9.14	10.0	1.2	0.0	1.0	0.01
Nectar Abricot	Jardin Bio	E	boissons	69.07265774378585	0.9299999999999999	0.0	12.47	16.5	0.9	0.0	19.0	0.01
JUS COCKTAIL JUNIOR	Vitamont	B	a renseigner	47.08413001912046	0.12	0.0001	11.16	10.7	0.5	0.0001	2.0	0.02
JUS D'ANANAS	Vitamont	B	a renseigner	53.05927342256214	0.18	0.1	11.48	13.2	0.5	0.5	2.0	0.02
Cocktail Carotte / Orange / Citron	Vitamont	B	a renseigner	43.021032504780116	0.67	0.1	8.59	7.8	0.5	0.6	1.0	0.03
Jus De Betteraves	Vitamont	B	a renseigner	28.91969407265774	0.15499999999999997	0.0	6.426	7.0	0.0	0.0	1.0	0.0
GASPACHO	Vitamont	B	a renseigner	20.076481835564053	0.11000000000000001	0.0	3.04	3.1	0.8	0.0	0.0	0.3
Cocktail Agrumes	Vitamont	B	a renseigner	48.996175908221794	0.13999999999999999	0.0	11.180000000000001	9.7	0.5	0.0	2.0	0.1
1L Jus De Raisin Rouge	Vitamont	C	a renseigner	61.90248565965583	0.18000000000000002	0.0	14.5	15.6	0.5	0.0	3.0	0.0
Citronnade Jus Citron Jaune	Vitamont	B	a renseigner	38.0019120458891	0.26999999999999996	0.1	7.19	8.6	0.5	0.5	1.0	0.0
Nectar De Mangues	Vitamont	B	a renseigner	44.93307839388145	0.06999999999999999	0.0	10.98	11.1	0.0	0.0	2.0	0.01
BOISSON DETOX CITRON the VERT	Vitamont	B	a renseigner	7.887189292543021	0.22999999999999998	0.0	1.9100000000000001	2.0	0.5	0.0	0.0	0.01
Jus Et Nectar De Fruits Bio	Vitamont	C	a renseigner	41.10898661567877	0.35	0.0	8.570000000000002	9.3	0.7	0.0	4.0	0.5
Cola Bio	Vitamont	E	boissons	44.93307839388145	0.01	0.0	11.07	11.3	0.5	0.0	15.0	0.01
Limonade bio d'antan au sucre de canne et citron	Vitamont	E	boissons	39.913957934990435	0.0	0.0	9.569999999999999	9.36	0.5	0.0	13.0	0.01
COT Citron	Cot	B	a renseigner	41.10898661567877	0.35	0.0	8.6	9.5	0.0	0.0	2.0	0.0
Cot Citron	Cot	E	boissons	41.10898661567877	0.01	0.0	9.96	9.5	0.0	0.0	13.0	0.0
Nectar Corossol	Caresse antillaise	E	boissons	53.05927342256214	0.1	0.0	12.5	11.0	0.22999999999999998	0.1	16.0	0.03
Nectar Maracudja Fruit de la Passion	Caresse Antillaise,Snyl (Société Nouvelle des Yaourts Littee)	E	boissons	61.4244741873805	0.5	0.0	14.0	14.0	0.33999999999999997	0.0	19.0	0.0
Boisson Tropicale	Caresse Antillaise	E	boissons	48.040152963671126	0.06999999999999999	0.0	11.360000000000001	11.0	0.0	0.0	15.0	0.0
Banane Passion	Caresse Antillaise	E	boissons	52.34225621414914	0.0	0.0	12.0	12.0	0.1	0.0	16.0	0.0
Sucré - Texture ferme	Yoplait	C	lait et les produits laitiers	95.12428298279158	1.9	1.1	13.9	13.9	0.1	4.5	3.0	0.150114
Nectar Cerise Acerola	Caresse antillaise	E	boissons	53.05927342256214	0.1	0.0	12.9	10.7	0.25	0.1	16.0	0.03
Boisson Prune de Cythère	Caresse Antillaise	E	boissons	48.75717017208413	0.0	0.0	12.0	10.0	0.22000000000000003	0.0	14.0	0.0
Nectar Goyave rose	Caresse Antillaise	E	boissons	48.2791586998088	0.0	0.0	11.7	9.3	0.22000000000000003	0.0	14.0	0.029972
SAUCE AU CURRY	Emile Noel	D	a renseigner	82.93499043977054	4.67	0.8	5.500000000000001	2.1	0.0	1.5	11.0	12.5
Huilerie Emile Noel	Emile noel	C	matieres grasses et les sauces	68.11663479923519	0.99	0.2	12.34	10.9	0.0	0.7	8.0	1.4
Oeufs de lompe - Rouge	Labeyrie	C	a renseigner	61.90248565965583	1.7100000000000002	0.7	3.4200000000000004	0.0	0.0	8.4	5.0	5.0
Coca cola	Coca cola zero	E	boissons	42.06500956022944	0.09	0.0	11.830000000000002	26.5	0.0	0.0	16.0	0.025
Royal Soda Grenadine	Royal soda	B	a renseigner	52.10325047801147	0.18	0.0	11.379999999999999	13.0	0.0	0.0	2.0	0.0
Royal Soda arôme Kampane	Royal soda	E	boissons	52.10325047801147	0.1	0.0	12.5	13.0	0.0	0.0	17.0	0.0
Royal Soda Ananas	Royal soda	E	boissons	49.95219885277246	0.13	0.0	12.23	13.0	0.0	0.0	16.0	0.0
Royal Soda Arome Kampane	Royal Soda	E	boissons	51.38623326959847	0.0	0.0	13.0	13.0	0.1	0.0	17.0	0.0
Coca-cola zéro 2L	Coca-Cola	B	boissons	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0254
Vaval Tropic	Vaval	B	a renseigner	54.01529636711281	0.18	0.001	11.48	13.0	0.0	0.001	2.0	0.001
Haricots cuisinés	Biraben	C	cereales et pommes de terre	83.41300191204589	2.1	0.6	9.0	0.6	0.631	4.8	5.0	1.6
La Mortuacienne, Mandarinenlimonade, 1l	La mortuacienne	B	a renseigner	33.93881453154876	0.16999999999999998	0.0	6.529999999999999	8.5	0.0	0.1	1.0	0.017
La Mortuacienne Citron	La mortuacienne	E	boissons	33.93881453154876	0.091	0.0	8.195	8.5	0.0	0.0	11.0	0.017
La Mortuacienne Pamplemousse	La mortuacienne	E	boissons	33.93881453154876	0.091	0.0	8.195	8.5	0.0	0.0	11.0	0.017
Royal Fruizz Citron	Thiriet	C	lait et les produits laitiers	82.93499043977054	0.89	0.0	16.509999999999998	20.5	0.2	0.1	5.0	0.0
Haricots Verts Aux Lardons	Surgeles Thiriet	B	a renseigner	77.91586998087953	3.5100000000000002	2.6	7.92	2.0	2.3	2.7	1.0	0.8699999
Epinards surgelés à la crème	Thiriet	B	a renseigner	53.05927342256214	2.6100000000000003	1.9	13.719999999999999	0.9	2.5	2.1	0.0	0.7699999
Potage 4 Saisons	Thiriet	B	a renseigner	16.96940726577438	0.22000000000000003	0.2	1.89	1.6	1.1	1.1	0.0	0.4
Instant Soupes	Thiriet	B	a renseigner	55.927342256214146	2.7600000000000002	2.8	5.51	2.1	1.5	0.9	2.0	0.61
Endives Au Jambon	Thiriet	B	a renseigner	91.06118546845124	2.97	1.9	8.309999999999999	2.2	1.7	5.9	0.0	0.8
Tripes à la tomate	Jean Rozé	C	a renseigner	89.62715105162523	2.5	1.2	0.5	0.5	0.0	16.0	3.0	1.4
Smoothie Mangue Fruit de la passion	Leader Price	E	boissons	58.31739961759082	0.2	0.0	13.0	12.0	0.515	0.6	17.0	0.0
Yop	Yoplait	B	a renseigner	75.04780114722753	1.2449999999999999	1.2	12.27	11.5	0.0	2.0	2.0	0.1
Yop	Yoplait	B	a renseigner	75.04780114722753	1.315	1.1	12.099999999999998	10.4	0.0	2.3	2.0	0.1
Lait Entier Pasteurisé	Piton des neiges	B	a renseigner	65.96558317399618	3.6390000000000002	2.5	4.928999999999999	4.8	0.0	3.1	2.0	0.1
Fromage Blanc Vanille	Piton Des Neiges	B	a renseigner	99.90439770554492	2.5300000000000002	1.8	11.77	11.3	0.0	6.9	0.0	0.1
Lovelac	Cilam	B	a renseigner	61.90248565965583	1.3039999999999998	0.95	10.15	10.1	0.0	3.2	1.0	0.1
Caresse Créole Nectar passion	Caresse Creole	E	boissons	60.94646271510516	0.24100000000000002	0.5	13.11	12.0	0.0	0.6	17.0	0.02
Australine l eau pure de la Réunion	Australine	B	boissons	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Compote Pommes Peches	Charles & Alice	B	a renseigner	56.883365200764814	0.74	0.0	10.610000000000001	11.0	1.5	0.6	0.0	0.0
Purée de pommes pêches sans sucres ajoutés	Charles & Alice	C	a renseigner	56.883365200764814	0.24	0.6	14.66	24.0	1.5	0.6	3.0	0.01
Compote Pomme Fraise	Charles Et Alice	B	a renseigner	59.99043977055449	0.76	0.1	11.2	13.0	1.8	0.5	0.0	0.01
Dessert pomme cassis bio	Charles & Alice	B	a renseigner	65.96558317399618	0.9189999999999999	0.1	12.639999999999999	13.0	1.5	0.5	0.0	0.01
Dessert fruitier pomme poire x4 Charles & Alice + pomme x4	Charles & Alice	B	a renseigner	59.99043977055449	1.15	0.12	10.36	11.0	1.8	0.4	0.0	0.0
Pommes Abricots Bergeron	Charles & Alice	B	a renseigner	59.03441682600382	0.9400000000000001	0.16	10.76	11.2	1.4	0.5	1.0	0.0
Compote	Charles & Alice	B	a renseigner	61.90248565965583	1.059	0.23	10.639999999999999	11.7	1.5	0.4	0.0	0.01
Cornichons	Alélor	C	a renseigner	38.95793499043977	0.258	0.01	7.492	7.5	1.8	1.5	8.0	2.2
Velouté de légumes verts	Soup'idéale	B	a renseigner	22.94455066921606	0.44699999999999995	0.3	3.0599999999999996	0.5	1.2	1.3	1.0	0.6
Mouliné De Légumes Variés	Les Légumes De Nos Régions	B	a renseigner	37.04588910133843	1.3619999999999999	0.5	4.042	1.1	0.9	0.8	0.0	0.4
Apibul Cassis	Coteaux Nantais	E	boissons	48.75717017208413	0.0	0.0	11.8	11.3	0.06	0.0	15.0	0.0
Apibul' Myrtille	Coteaux nantais	B	a renseigner	43.977055449330784	0.12999999999999998	0.01	10.819999999999999	10.5	0.0	0.01	2.0	0.01
Jus Et Nectar De Fruits Bio	Coteaux nantais	B	a renseigner	44.93307839388145	0.06999999999999999	0.0	10.979999999999999	11.4	0.0	0.0	2.0	0.0
Compote D'abricots	Coteaux nantais	C	a renseigner	97.03632887189292	1.17	0.0	18.3	21.1	0.0	0.7	5.0	0.0
Compotes Et Purées De Fruits	Coteaux nantais	B	a renseigner	48.040152963671126	0.19	0.0	11.04	9.1	0.0	0.0	2.0	0.0
Purée pommes	Demeter	B	a renseigner	53.05927342256214	0.49000000000000005	0.0	10.879999999999999	10.6	2.0	0.0	0.0	0.0
Compotes Et Purées De Fruits	Coteaux nantais	B	a renseigner	43.977055449330784	0.35	0.0	9.850000000000001	9.2	2.0	0.0001	0.0	0.0
Compotes Et Purées De Fruits	Coteaux nantais	B	a renseigner	58.07839388145315	0.95	0.0	10.23	9.6	2.0	0.0	0.0	0.0
Planet Bio Purée Pommes Vanille	Coteaux nantais	B	a renseigner	53.05927342256214	0.49000000000000005	0.0	10.520000000000001	10.6	0.0	2.0	1.0	0.0
Compotes Et Purées De Fruits	Coteaux nantais	B	a renseigner	58.07839388145315	0.95	0.0	10.23	9.6	2.0	0.0	0.0	0.0
Fromage Frais en Faisselle (6 % MG)	La Bressane	B	lait et les produits laitiers	86.04206500956023	6.0	3.7	4.7	4.3	0.381	3.6	2.0	0.2
Fromage frais de campagne (6% MG)	La Bressane	B	a renseigner	86.04206500956023	6.0	3.7	4.7	4.3	0.381	3.6	2.0	0.2
Box Lyonnaise	Fleury Michon	C	aliments composes	95.84130019120458	4.8	2.2	8.9	1.3	0.906	3.6	4.0	0.77
Curry Indien, Légumes et Riz	Fleury michon	B	a renseigner	85.08604206500955	1.83	1.4	13.65	1.8	1.6	2.6	2.0	0.7900001
Parmentier Au Cantal (cote Vegetal)	Fleury Michon	B	a renseigner	92.97323135755258	4.49	2.8	7.67	1.5	1.7	4.3	2.0	0.8
3 doses Nantua	Christian Potier,Christian Potier Maître Saucier	C	matieres grasses et les sauces	85.56405353728489	6.1	3.8	6.4	1.5	0.865	1.1	9.0	1.2
Soupe Poisson Sauce Rouille	Marie-Amélie	B	a renseigner	48.040152963671126	2.18	0.5	5.41	0.4	0.0	5.6	2.0	1.17
Crevettes cuites	Krustanord	C	poisson viande oeufs	90.82217973231357	0.7	0.5	0.5	0.5	0.05	22.3	3.0	1.80086
Crevettes cuites 	Krustanord	C	poisson viande oeufs	90.82217973231357	0.7	0.5	0.5	0.5	0.05	22.3	3.0	1.8
Confiture de fraise	JARDIN BIO	C	collation sucree	41.82600382409178	0.1	0.0	42.0	40.0	1.9	0.6	5.0	0.08
Tisanes, Infusions	Jardin Bio	C	a renseigner	0.9560229445506692	0.06999999999999999	0.1	1.55	3.0	0.3	0.01	8.0	2.0
Vitaly's Capers 210ml	Vitaly s	C	a renseigner	36.089866156787764	0.72	0.0	8.0	4.0	1.5	3.0	7.0	7.0
KELPAMARE BIOFORCE	A vogel	C	a renseigner	66.92160611854685	1.7	0.0	5.74	0.3	0.0	11.5	5.0	19.0
Fromage blanc de campagne	La Fromagée du Berry	C	lait et les produits laitiers	95.84130019120458	7.0	5.1	3.4	3.4	0.5700000000000001	5.0	3.0	0.09
Citronade a La Tunisienne	Kol tov	D	a renseigner	56.883365200764814	0.24800000000000005	0.0	12.95	12.7	0.0	0.0	12.0	2.86
Orange Gourmande	Tropico	E	boissons	45.411089866156786	0.1	0.0	11.2	11.1	0.06	0.1	15.0	0.0
Orange Gourmande	Tropico	E	boissons	44.93307839388145	0.1	0.0	11.2	11.1	0.06	0.1	15.0	0.0
Les Cocos	Tropico	E	boissons	48.996175908221794	0.0	0.2	11.559999999999999	11.7	0.0	0.1	15.0	0.0
Orange Gourmande	Tropico	E	boissons	44.93307839388145	0.0	0.0	11.2	11.1	0.06	0.1	15.0	0.0
Orange Gourmande	Tropico	E	boissons	45.411089866156786	0.0	0.0	11.2	11.1	0.06	0.1	15.0	0.0
Pomme fruits rouges	Tropico	E	boissons	42.30401529636711	0.0	0.0	10.4	10.4	0.0	0.1	13.0	0.0
Yaourt fermier finement sucré	Laitière de la Motte	C	lait et les produits laitiers	97.75334608030592	3.2	2.2	13.0	12.0	0.11000000000000001	4.1	3.0	0.14
soupe de poisson à la sétoise	carnet de saveurs	B	a renseigner	59.751434034416825	2.7	0.4	2.9	0.5	0.39	5.9	0.0	0.8
Rhum HSE	Hse	B	a renseigner	0.0	0.0	0.0	29.7	0.0	0.0	0.0	0.0	0.0
Tourteau Chair et Pattes	Nautilus	B	poisson viande oeufs	60.22944550669216	0.6	0.2	1.5	1.3	0.13999999999999999	12.0	1.0	1.5
Crabe Royal Antarctique	Nautilus	B	poisson viande oeufs	88.19311663479924	1.0	0.3	2.0	0.5	0.0	17.5	2.0	1.38
Chair de crabe	Nautilus	B	poisson viande oeufs	59.03441682600382	1.65	0.3	3.2800000000000002	1.2	0.0	12.0	1.0	1.38
Crabes 100% morceaux	Nautilus	B	a renseigner	70.02868068833652	0.7950000000000002	0.2	0.8	1.0	0.0	14.8	1.0	1.6
Crabe 100% Morceaux	Nautilus	B	poisson viande oeufs	70.74569789674952	0.6	0.2	1.3	1.0	0.13999999999999999	14.8	1.0	1.6
Crevettes décortiquées	Nautilus	C	poisson viande oeufs	85.80305927342256	0.5	0.2	1.0	0.5	0.0	19.0	3.0	1.63
Crabe 100% Morceaux	Nautilus	B	poisson viande oeufs	70.74569789674952	0.6	0.2	1.3	1.0	0.13999999999999999	14.8	1.0	1.6
Chair de crabe qualité prémium Nautilus	Nautilus	B	a renseigner	59.03441682600382	1.65	0.3	3.2800000000000002	1.2	0.0	12.0	1.0	1.38
chair de crabe	Nautilus	B	a renseigner	53.53728489483748	0.3	0.1	1.0	1.0	0.1	11.5	0.0	1.27
Coquille St Jacques recette Bretonne	Sans marque,Promarée Surgel	C	aliments composes	93.92925430210325	4.0	3.4	9.4	3.5	0.24000000000000005	4.9	5.0	1.1
Pure Via	Whole Earth	B	a renseigner	1.3623326959847035	0.1	0.1	99.0	0.0	0.0001	0.0	0.0	0.0
Poudre cristallisée a l'extrait de Stevia	Pure Via,Whole Earth	B	a renseigner	1.577437858508604	0.15	0.15	98.8	0.0	0.0	0.0	0.0	0.0
Sticks Vanille	Pure Via	D	a renseigner	68.05927342256214	1.44	0.15	95.83	65.0	0.0	0.42	12.0	0.6604
Calin +	Yoplait	B	a renseigner	70.98470363288719	3.5739999999999994	2.3	5.544	4.2	0.1	4.0	0.0	0.15
Hop parfum citron	Yoplait	B	a renseigner	71.94072657743786	1.61	1.3	11.040000000000001	10.9	0.0	2.8	2.0	0.12
Yop Coco 850g Offre économique	Yoplait	D	a renseigner	71.94072657743786	1.6461999999999999	1.3	10.98	11.0	0.9	0.1	12.0	2.8
Yop Pêche Ananas Cerise 850g Format éco	Yoplait	B	a renseigner	70.98470363288719	1.58	1.3	10.680000000000001	10.9	0.1	2.8	2.0	0.12
Yop chocolat	Yoplait	B	a renseigner	93.92925430210325	2.71	1.4	13.690000000000001	12.8	0.8	4.0	1.0	0.13
P'tit Yop Vanille	Yoplait,Yop	B	lait et les produits laitiers	79.11089866156787	1.3	0.9	12.3	12.0	0.1	2.8	1.0	0.1016
YOP AROMATISE VANILLE 850Gx1	Yoplait	B	a renseigner	71.94072657743786	1.3040000000000003	0.9	11.59	10.9	0.1	2.8	1.0	0.12
PANIER FR.ROUGES 8X125G OF.ECO	Yoplait	C	a renseigner	93.92925430210325	2.878	1.8	13.569999999999999	12.8	0.3	3.2	3.0	0.13
Yop	Yop	B	a renseigner	71.94072657743786	1.3040000000000003	0.9	11.59	10.9	0.1	2.8	1.0	0.12
Yop parfum vanille	Yoplait	B	lait et les produits laitiers	71.94072657743786	1.3040000000000003	0.9	11.59	10.9	0.1	2.8	1.0	0.12
Liberte Fat Free Greek Blueberry Yoghurt 4X100g	Liberte	D	a renseigner	83.89101338432123	3.97	12.0	20.259999999999998	11.0	1.0	8.0	12.0	0.0
